MLS,St,Status_Date,P_Type,Address,Municipality,City,Area,CDOM,Price,Bedrooms,Bth,Square_Footage,Acres,Age,Listing_Office_ID,Total_Baths,Full_Baths,Half_Baths,Standardization,RetAddr1,RetAddr2,RetCity,RetState,RetZipCode,RetHyphen,RetPlus4
16027490,S,5/26/2016 0:00,RESI,755 Dallas Dr,Bella Villa,Baylis,286,0,93900,2,1 (1 0),840,0.14,66,KWSW01,1,1,0,-,755 DALLAS DR,,BAYLIS,MO,,-,
16030310,S,6/30/2016 0:00,RESI,4619 Seibert Ave,Unincorporated,Unincorporated,286,14,116500,3,1 (1 0),1000,0,67,SLAY01,1,1,0,-,4619 SEIBERT AVE,,UNINCORPORATD,MO,63123,-,5808
16022189,S,5/24/2016 0:00,RESI,9128 Lemona,Unincorporated,Unincorporated,286,7,150000,3,2 (2 0),1064,0.22,50,RMXR01,2,2,0,-,9128 LEMONA,,UNINCORPORATD,MO,,-,
16029621,S,5/1/2016 0:00,RESI,3616 Cleves,Unincorporated,Unincorporated,301,0,127000,4,2 (2 0),1900,0,97,SLAY01,2,2,0,-,3616 CLEVES,,UNINCORPORATD,MO,,-,
16015809,S,4/12/2016 0:00,RESI,9571 Caravan Dr,Unincorporated,Unincorporated,316,3,139000,3,2 (1 1),1278,0.19,56,MADA01,2,1,1,-,9571 CARAVAN DR,,UNINCORPORATD,MO,,-,
16027803,S,6/30/2016 0:00,RESI,5141 Peyton Place Ct,Unincorporated,Unincorporated,331,34,154000,4,2 (2 0),2067,0.2,47,KWSW01,2,2,0,-,5141 PEYTON PLACE CT,,UNINCORPORATD,MO,,-,
16023482,S,5/20/2016 0:00,RESI,4118 Hanshire Dr,Unincorporated,Unincorporated,331,1,172400,3,2 (2 0),1264,0.23,38,HMBR01,2,2,0,-,4118 HANSHIRE DR,,UNINCORPORATD,MO,,-,
16029765,S,6/15/2016 0:00,RESI,2668 Blackforest Dr,Unincorporated,Unincorporated,331,226,180500,3,3 (2 1),1306,0.39,46,JONA01,3,2,1,-,2668 BLACKFOREST DR,,UNINCORPORATD,MO,,-,
15068279,S,5/16/2016 0:00,RESI,154 Kode Manors (Lot 20) Ct,Wildwood,Grover,346,112,761900,3,4 (3 1),2700,0,3,KWRC01,4,3,1,-,154 KODE MANORS (LOT 20) CT,,GROVER,MO,,-,
15053295,S,6/10/2016 0:00,RESI,1325 Christmas Valley (3 Acres) Rd,Wildwood,Wildwood,347,10,290000,4,3 (2 1),3837,3.44,42,CRSW01,3,2,1,-,1325 CHRISTMAS VALLEY (3 ACRES) RD,,WILDWOOD,MO,,-,
16023516,S,5/24/2016 0:00,RESI,312 Village Creek Dr,Ballwin,St Louis,348,0,205000,3,2 (2 0),1173,0.24,44,KWSW01,2,2,0,-,312 VILLAGE CREEK DR,,ST LOUIS,MO,63021,-,6127
16020135,S,6/28/2016 0:00,RESI,1333 Birch Meadow Dr,Unincorporated,Unincorporated,349,43,349900,5,5 (4 1),2581,0.28,9,AMRH01,5,4,1,-,1333 BIRCH MEADOW DR,,UNINCORPORATD,MO,,-,
16025884,S,6/7/2016 0:00,RESI,1567 Heritage Valley Dr,Unincorporated,St Louis,349,4,425000,3,4 (3 1),2353,0.23,8,CBG 49,4,3,1,-,1567 HERITAGE VALLEY DR,,ST LOUIS,MO,,-,
16070184,S,11/21/2016 0:00,RESI,203 Arbor Trails,Unincorporated,Unincorporated,169,14,440000,4,4 (3 1),3004,0.32,16,CBG 15,4,3,1,-,203 ARBOR TRLS,,UNINCORPORATD,MO,,-,
16071898,S,12/29/2016 0:00,RESI,218 Arbor Trails Dr,Unincorporated,Unincorporated,169,4,414900,4,4 (3 1),3008,0.21,16,RMXR01,4,3,1,-,218 ARBOR TRAILS DR,,UNINCORPORATD,MO,63021,-,3306
16046162,S,10/14/2016 0:00,RESI,1826 Armstead Dr,Town And Country,Town and Country,168,31,650000,5,4 (3 1),3882,0.55,46,MCAR03,4,3,1,-,1826 ARMSTEAD DR,,TWN AND CNTRY,MO,63131,-,1511
16033717,S,10/26/2016 0:00,RESI,6757 Bear Creek Dr,Unincorporated,Unincorporated,331,115,240500,4,3 (2 1),2160,0.18,39,RDKY02,3,2,1,-,6757 BEAR CREEK DR,,UNINCORPORATD,MO,,-,
16075453,S,12/21/2016 0:00,RESI,4316 Bordeaux Dr,Unincorporated,Unincorporated,331,12,168000,3,2 (1 1),936,0.17,58,RMXR04,2,1,1,-,4316 BORDEAUX DR,,UNINCORPORATD,MO,,-,
16060098,S,10/6/2016 0:00,RESI,133 East Cartwright Ave,Unincorporated,Unincorporated,301,0,75000,2,1 (1 0),1012,0.08,120,RMXR01,1,1,0,-,133 E CARTWRIGHT AVE,,UNINCORPORATD,MO,,-,
16061257,S,12/16/2016 0:00,RESI,2326 Clifton Forge Dr,Town And Country,Town and Country,168,69,965000,5,5 (4 1),4168,1.02,35,DIEL01,5,4,1,-,2326 CLIFTON FORGE DR,,TWN AND CNTRY,MO,63131,-,3120
16068480,S,11/29/2016 0:00,RESI,427 Conway Village Dr,Town And Country,Town and Country,167,544,1155000,5,7 (5 2),6462,1.32,34,CBG 11,7,5,2,-,427 CONWAY VILLAGE DR,,TWN AND CNTRY,MO,,-,
16077444,S,11/7/2016 0:00,RESI,2440 Copper Beech Dr,Town And Country,Town and Country,168,0,1159000,4,6 (4 2),4339,1,40,BHAL02,6,4,2,-,2440 COPPER BEECH DR,,TWN AND CNTRY,MO,63131,-,1110
16047805,S,11/18/2016 0:00,RESI,1308 Craig View Ct.,Unincorporated,Unincorporated,166,150,239000,3,3 (3 0),2077,0.27,55,REGO01,3,3,0,-,1308 CRAIG VIEW CT,,UNINCORPORATD,MO,,-,
16023019,S,11/10/2016 0:00,RESI,979 Delvin Dr,Town And Country,Town and Country,168,174,940000,6,5 (4 1),4313,1,31,MCAR03,5,4,1,-,979 DELVIN DR,,TWN AND CNTRY,MO,,-,
16050039,S,10/3/2016 0:00,RESI,13428 Featherstone Dr,Town And Country,Town and Country,168,33,590000,5,4 (3 1),3001,0.52,45,CBPR01,4,3,1,-,13428 FEATHERSTONE DR,,TWN AND CNTRY,MO,63131,-,1205
16062927,S,12/14/2016 0:00,RESI,11326 Frontage Ave,Maryland Heights,St Louis,76,48,205000,4,3 (2 1),2011,7841,26,CBG 24,3,2,1,-,11326 FRONTAGE AVE,,ST LOUIS,MO,,-,
16045928,S,10/13/2016 0:00,RESI,7654 General Meade Lane,Unincorporated,Unincorporated,271,60,170000,3,2 (2 0),1244,0.17,63,KWRC01,2,2,0,-,7654 GENERAL MEADE LN,,UNINCORPORATD,MO,,-,
16076968,S,12/20/2016 0:00,RESI,2760 Grants Pkwy,Florissant,Unincorporated,47,9,35000,2,2 (1 1),864,0.18,47,BHSP05,2,1,1,-,2760 GRANTS PKWY,,UNINCORPORATD,MO,63031,-,1957
16053195,S,12/12/2016 0:00,RESI,120 Grotto Ct,Hazelwood,Hazelwood,48,181,185000,3,3 (2 1),1812,0.27,33,BHSP16,3,2,1,-,120 GROTTO CT,,HAZELWOOD,MO,63031,-,6525
16078806,S,12/2/2016 0:00,RESI,312 Hampshire,Webster Groves,St Louis,256,5,160000,3,1 (1 0),1391,0.2,67,JOND01,1,1,0,-,312 HAMPSHIRE,,ST LOUIS,MO,,-,
16002215,S,10/7/2016 0:00,RESI,1145 Highland Pointe,Town And Country,Town and Country,168,177,2200000,4,6 (5 1),6382,1,24,REGO06,6,5,1,-,1145 HIGHLAND POINTE,,TWN AND CNTRY,MO,,-,
16068529,S,11/10/2016 0:00,RESI,800 Kylewood Place,Ellisville,Unincorporated,348,12,235000,4,3 (2 1),2094,0.21,29,EXSL02,3,2,1,-,800 KYLEWOOD PL,,UNINCORPORATD,MO,63021,-,4796
16055721,S,10/28/2016 0:00,RESI,1824 Lakeheights Lane,Unincorporated,Unincorporated,46,47,110000,3,2 (2 0),1661,0.18,46,KWRC01,2,2,0,-,1824 LAKEHEIGHTS LN,,UNINCORPORATD,MO,,-,
16067357,S,12/9/2016 0:00,RESI,10639 LANDSEER Dr,Unincorporated,Unincorporated,46,35,27000,3,2 (2 0),1073,0.16,59,RLXG01,2,2,0,-,10639 LANDSEER DR,,UNINCORPORATD,MO,,-,
16056307,S,10/13/2016 0:00,RESI,1835 Manor Hill Rd,Town And Country,Town and Country,168,25,545000,3,3 (2 1),2412,1,54,BHAL02,3,2,1,-,1835 MANOR HILL RD,,TWN AND CNTRY,MO,,-,
16039870,S,10/3/2016 0:00,RESI,435 South Mason Rd,Town And Country,Town and Country,167,67,606432,6,5 (4 1),0,1.4,65,BHSP09,5,4,1,-,435 S MASON RD,,TWN AND CNTRY,MO,,-,
15001328,S,12/30/2016 0:00,RESI,549 South Mason Rd,Town And Country,Town and Country,167,274,1744055,4,6 (4 2),5129,1.43,0,BHSP09,6,4,2,-,549 S MASON RD,,TWN AND CNTRY,MO,,-,
16032874,S,11/11/2016 0:00,RESI,933 Mason Wood Dr,Town And Country,Town and Country,168,139,750000,4,4 (4 0),3689,1.1,56,DIEL01,4,4,0,-,933 MASON WOOD DR,,TWN AND CNTRY,MO,,-,
16031102,S,10/28/2016 0:00,RESI,212 Meadowbrook Country Club,Ballwin,Ballwin,168,571,832176,3,4 (3 1),3635,0.24,5,BHAL05,4,3,1,-,212 MEADOWBROOK COUNTRY CLB,,BALLWIN,MO,,-,
16044441,S,8/18/2016 0:00,RESI,4649 Littlebury,Unincorporated,Unincorporated,316,4,347900,5,4 (3 1),2872,0.04,50,CLCO01,4,3,1,-,4649 LITTLEBURY,,UNINCORPORATD,MO,,-,
16056506,S,9/29/2016 0:00,RESI,328 Magoffin Trails,Unincorporated,Unincorporated,331,118,270000,3,2 (2 0),1772,0.2,6,CBPR02,2,2,0,-,328 MAGOFFIN TRLS,,UNINCORPORATD,MO,,-,
16032947,S,9/20/2016 0:00,RESI,156 Marine Lane,Maryland Heights,Maryland Heights,166,42,203000,3,2 (1 1),1587,4.44,62,CBG 14,2,1,1,-,156 MARINE LN,,MARYLND HGHTS,MO,,-,
16010072,S,9/26/2016 0:00,RESI,591 South Mason Rd,Town And Country,Town and Country,167,166,485000,6,4 (3 1),3615,0.54,35,CBG 24,4,3,1,-,591 S MASON RD,,TWN AND CNTRY,MO,,-,
16043220,S,8/25/2016 0:00,RESI,1746 Mason Knoll Rd,Town And Country,Town and Country,168,24,605000,4,4 (3 1),2790,0.65,34,CBG 11,4,3,1,-,1746 MASON KNOLL RD,,TWN AND CNTRY,MO,,-,
16047213,S,9/30/2016 0:00,RESI,4268 Massabielle Drive,Unincorporated,Unincorporated,331,87,149000,3,2 (1 1),918,0.13,49,MULR,2,1,1,-,4268 MASSABIELLE DR,,UNINCORPORATD,MO,,-,
16025173,S,9/20/2016 0:00,RESI,8286 Morganford Rd,Unincorporated,Unincorporated,286,112,113200,3,1 (1 0),1581,0.14,65,BHSP16,1,1,0,-,8286 MORGANFORD RD,,UNINCORPORATD,MO,63123,-,6853
16036221,S,8/10/2016 0:00,RESI,1950 Muir Woods,Town And Country,Town and Country,168,41,1100000,4,4 (3 1),4012,1.06,45,REGO01,4,3,1,-,1950 MUIR WOODS,,TWN AND CNTRY,MO,,-,
16034975,S,9/15/2016 0:00,RESI,35 Muirfield Lane,Town And Country,Town and Country,166,51,887500,4,6 (4 2),3746,1.13,46,BHAL02,6,4,2,-,35 MUIRFIELD LN,,TWN AND CNTRY,MO,,-,
16043685,S,8/26/2016 0:00,RESI,12 Muirfield Lane,Town And Country,Town and Country,166,1,1800000,5,8 (6 2),5874,1.87,46,KWRC01,8,6,2,-,12 MUIRFIELD LN,,TWN AND CNTRY,MO,,-,
16043618,S,9/8/2016 0:00,RESI,549 Oak Leaf Manor Ct,Ballwin,St Louis,169,43,320000,4,4 (2 2),2252,0.19,29,RMXR04,4,2,2,-,549 OAK LEAF MANOR CT,,ST LOUIS,MO,63021,-,6278
16036802,S,8/2/2016 0:00,RESI,2451 Oak Springs Lane,Town And Country,Town and Country,168,25,590000,3,3 (3 0),2301,0.99,59,CBG 11,3,3,0,-,2451 OAK SPRINGS LN,,TWN AND CNTRY,MO,,-,
16039682,S,8/31/2016 0:00,RESI,2559 Oak Springs Lane,Town And Country,Town and Country,168,40,1200000,4,6 (5 1),4122,1.01,17,CBG 11,6,5,1,-,2559 OAK SPRINGS LN,,TWN AND CNTRY,MO,,-,
16052389,S,9/12/2016 0:00,RESI,12125 Old St Charles Rd,Bridgeton,St Louis,76,14,225000,4,3 (2 1),2256,1.27,58,RMXR01,3,2,1,-,12125 OLD ST CHARLES RD,,ST LOUIS,MO,,-,
16037176,S,8/4/2016 0:00,RESI,645 Pine Rise Dr,Town And Country,St Louis,167,2,621000,4,4 (3 1),2549,0.34,35,MCAR01,4,3,1,-,645 PINE RISE DR,,ST LOUIS,MO,63017,-,5911
16023418,S,8/1/2016 0:00,RESI,10530 Renwick,Unincorporated,Unincorporated,316,3,300000,3,2 (2 0),1684,0.59,56,BHAD01,2,2,0,-,10530 RENWICK,,UNINCORPORATD,MO,,-,
16030308,S,7/14/2016 0:00,RESI,10767 Roxanna Dr,Unincorporated,Unincorporated,316,24,370000,3,4 (2 2),2030,0,34,SLAY01,4,2,2,-,10767 ROXANNA DR,,UNINCORPORATD,MO,,-,
16028749,S,9/29/2016 0:00,RESI,1306 Rusticview Dr,Unincorporated,Unincorporated,168,119,235000,3,3 (2 1),1872,0.21,48,DRRR01,3,2,1,-,1306 RUSTICVIEW DR,,UNINCORPORATD,MO,,-,
16051922,S,9/9/2016 0:00,RESI,235 Sunway Lane,Town And Country,Town and Country,167,2,512000,3,2 (2 0),2378,0.82,47,CBG 32,2,2,0,-,235 SUNWAY LN,,TWN AND CNTRY,MO,,-,
16049732,S,9/15/2016 0:00,RESI,9454 Tealridge Dr,Unincorporated,Unincorporated,316,10,225000,3,2 (2 0),1352,0.26,54,EXER01,2,2,0,-,9454 TEALRIDGE DR,,UNINCORPORATD,MO,,-,
16026316,S,7/7/2016 0:00,RESI,1942 Tealwood Cove,Hazelwood,Hazelwood,48,20,159900,3,3 (2 1),1810,0.19,35,EXRE01,3,2,1,-,1942 TEALWOOD CV,,HAZELWOOD,MO,,-,
16051304,S,8/19/2016 0:00,RESI,9914 Torigney Ct,Unincorporated,Unincorporated,316,9,203000,3,2 (2 0),1248,0.17,55,ADMR01,2,2,0,-,9914 TORIGNEY CT,,UNINCORPORATD,MO,,-,
16023929,S,7/21/2016 0:00,RESI,6026 Treeridge Trail,Unincorporated,Unincorporated,332,53,217000,4,3 (2 1),2014,0.24,38,EXSL01,3,2,1,-,6026 TREERIDGE TRL,,UNINCORPORATD,MO,,-,
16030273,S,8/29/2016 0:00,RESI,1535 Tryon Dr.,Unincorporated,Unincorporated,166,17,179000,3,2 (2 0),1667,0.23,55,RDKY03,2,2,0,-,1535 TRYON DR,,UNINCORPORATD,MO,,-,
16037359,S,7/19/2016 0:00,RESI,1380 Zurich Dr,Florissant,St Louis,64,9,99000,4,3 (2 1),1066,0.2,59,RMXR01,3,2,1,-,1380 ZURICH DR,,ST LOUIS,MO,63031,-,8334
16070795,S,11/21/2016 0:00,RESI,1012 Oak Terrace Ct,Fenton,Unincorporated,349,2,305000,4,3 (2 1),2410,0.2,29,CBPR02,3,2,1,-,1012 OAK TERRACE CT,,UNINCORPORATD,MO,63026,-,7015
16054429,S,10/28/2016 0:00,RESI,2128 Old Manor Rd,Unincorporated,Unincorporated,31,174,73750,2,1 (1 0),1316,0.5,64,SHIL,1,1,0,-,2128 OLD MANOR RD,,UNINCORPORATD,MO,,-,
16062723,S,10/13/2016 0:00,RESI,1327 Prince Albert Dr,Unincorporated,Maryland Heights,76,6,295000,4,3 (2 1),2550,0.38,51,DAMG01,3,2,1,-,1327 PRINCE ALBERT DR,,MARYLND HGHTS,MO,,-,
16057095,S,12/9/2016 0:00,RESI,9854 Richmond Cavalry,Unincorporated,Unincorporated,316,84,480000,4,3 (2 1),3168,0.22,4,MCFE01,3,2,1,-,9854 RICHMOND CAVALRY,,UNINCORPORATD,MO,,-,
16065396,S,11/4/2016 0:00,RESI,2191 ROUNTREE Dr,Unincorporated,Unincorporated,46,21,43300,3,2 (2 0),1168,0.19,49,RLXG01,2,2,0,-,2191 ROUNTREE DR,,UNINCORPORATD,MO,,-,
16068951,S,11/30/2016 0:00,RESI,10932 SCHOENFELD Ct,Unincorporated,Unincorporated,316,19,117340,4,3 (2 1),1402,0.15,53,RLXG01,3,2,1,-,10932 SCHOENFELD CT,,UNINCORPORATD,MO,63123,-,6946
16066745,S,11/29/2016 0:00,RESI,1757 Schuetz,Unincorporated,Unincorporated,76,48,155000,3,2 (2 0),1384,0.19,40,ASBA01,2,2,0,-,1757 SCHUETZ,,UNINCORPORATD,MO,,-,
16067455,S,10/27/2016 0:00,RESI,331 Sorrento Dr,Unincorporated,Unincorporated,169,68,203000,3,3 (2 1),1232,0.17,43,BHSP09,3,2,1,-,331 SORRENTO DR,,UNINCORPORATD,MO,63021,-,6422
16070735,S,12/5/2016 0:00,RESI,4588 Southridge Pines Dr,Unincorporated,Unincorporated,316,63,272000,4,3 (2 1),1950,0.15,24,RMXR01,3,2,1,-,4588 SOUTHRIDGE PINES DR,,UNINCORPORATD,MO,,-,
16015344,S,11/23/2016 0:00,RESI,13063 Starbuck Rd,Town And Country,Town and Country,168,192,787500,3,5 (3 2),3482,1.01,38,CBG 11,5,3,2,-,13063 STARBUCK RD,,TWN AND CNTRY,MO,,-,
16069544,S,10/4/2016 0:00,RESI,610 Susan Rd,Unincorporated,Unincorporated,332,0,1530000,5,5 (4 1),4200,2.5,2,EXER01,5,4,1,-,610 SUSAN RD,,UNINCORPORATD,MO,,-,
16056586,S,11/1/2016 0:00,RESI,2120 Telford Dr,Unincorporated,Unincorporated,331,56,238000,4,3 (2 1),2264,0.23,27,BHAD01,3,2,1,-,2120 TELFORD DR,,UNINCORPORATD,MO,,-,
16041775,S,10/20/2016 0:00,RESI,12720 Topping Acres,Town And Country,Town and Country,168,92,1585000,5,7 (5 2),5287,2.34,21,CBG 11,7,5,2,-,12720 TOPPING ACRES,,TWN AND CNTRY,MO,63131,-,1435
16065141,S,10/21/2016 0:00,RESI,918 Town and Country Estates Ct,Town And Country,Town and Country,168,5,900000,4,5 (4 1),4451,1,31,WCLK01,5,4,1,-,918 TOWN AND COUNTRY ESTATES CT,,TWN AND CNTRY,MO,,-,
16016907,S,10/7/2016 0:00,RESI,11746 Westham Dr,Town And Country,Town and Country,168,140,879000,5,6 (5 1),4062,1.02,49,DIEL01,6,5,1,-,11746 WESTHAM DR,,TWN AND CNTRY,MO,,-,
16031549,S,11/15/2016 0:00,RESI,2401 Wexford Woods Ct,Town And Country,Town and Country,168,126,742500,4,6 (4 2),4344,1.02,34,DIEL01,6,4,2,-,2401 WEXFORD WOODS CT,,TWN AND CNTRY,MO,63131,-,1139
16042064,S,11/29/2016 0:00,RESI,2400 Wexford Woods Ct,Town And Country,Town and Country,168,112,732000,4,4 (3 1),4056,1.02,34,DIEL01,4,3,1,-,2400 WEXFORD WOODS CT,,TWN AND CNTRY,MO,63131,-,1139
16057307,S,10/6/2016 0:00,RESI,13044 Wheatfield Farm Rd,Town And Country,Town and Country,168,21,912000,4,5 (3 2),3744,1.03,34,BHSP04,5,3,2,-,13044 WHEATFIELD FARM RD,,TWN AND CNTRY,MO,,-,
16077943,S,12/28/2016 0:00,RESI,906 Woodleigh Cove Ct,Oakland,Oakland,196,17,395000,4,2 (2 0),2331,0.31,52,JJNR01,2,2,0,-,906 WOODLEIGH COVE CT,,OAKLAND,MO,,-,
16057389,S,11/23/2016 0:00,RESI,11072 Worchester Dr,Unincorporated,Florissant,46,48,80000,3,3 (2 1),1377,0.17,55,CBPR01,3,2,1,-,11072 WORCHESTER DR,,FLORISSANT,MO,,-,
16085516,S,2/13/2017 0:00,RESI,2120 Avalon View Dr,Unincorporated,St Louis,349,14,339000,4,3 (2 1),2706,0.23,17,CBPR01,3,2,1,-,2120 AVALON VIEW DR,,ST LOUIS,MO,63026,-,2692
16080416,S,3/10/2017 0:00,RESI,11630 Briarbrae Ct,Unincorporated,Hazelwood,46,35,50500,4,2 (2 0),1300,0.15,46,CKBR01,2,2,0,-,11630 BRIARBRAE CT,,HAZELWOOD,MO,,-,
16059485,S,1/13/2017 0:00,RESI,1105 Carman Rd,Unincorporated,Ballwin,169,22,340000,3,3 (2 1),2482,2,148,CBG 49,3,2,1,-,1105 CARMAN RD,,BALLWIN,MO,,-,
16069835,S,1/31/2017 0:00,RESI,12 Chapel Hill Estates Dr,Town And Country,Town and Country,168,81,510000,4,3 (2 1),2384,1,55,CBPR01,3,2,1,-,12 CHAPEL HILL ESTATES DR,,TWN AND CNTRY,MO,,-,
16072259,S,1/5/2017 0:00,RESI,638 Conover,Crestwood,Unincorporated,316,8,67222,2,2 (1 1),720,0.11,57,BHAD01,2,1,1,-,638 CONOVER,,UNINCORPORATD,MO,,-,
16077775,S,3/24/2017 0:00,RESI,800 Courtwood Lane,Unincorporated,St Louis,168,57,580000,4,4 (3 1),3774,0.55,27,CBG 11,4,3,1,-,800 COURTWOOD LN,,ST LOUIS,MO,63011,-,5109
16073029,S,3/2/2017 0:00,RESI,1434 Craig Rd,Unincorporated,Unincorporated,166,92,175000,2,2 (1 1),1434,1.01,64,JONM01,2,1,1,-,1434 CRAIG RD,,UNINCORPORATD,MO,,-,
16070906,S,1/5/2017 0:00,RESI,11943 Del Reo Ct,Unincorporated,Hazelwood,46,66,105000,3,2 (2 0),1414,0.27,47,CBG 15,2,2,0,-,11943 DEL REO CT,,HAZELWOOD,MO,,-,
17004670,S,3/7/2017 0:00,RESI,1705 Dover Trace Dr,Fenton,Unincorporated,349,4,165000,3,2 (2 0),988,0.17,47,DWEB01,2,2,0,-,1705 DOVER TRACE DR,,UNINCORPORATD,MO,,-,
17006021,S,3/16/2017 0:00,RESI,1335 Eaglebrooke Ct,Unincorporated,Unincorporated,169,3,213000,3,2 (2 0),1080,0.19,39,CBG 03,2,2,0,-,1335 EAGLEBROOKE CT,,UNINCORPORATD,MO,63021,-,7549
17002789,S,3/31/2017 0:00,RESI,7544 -7546 Ethel Ave,Richmond Heights,Richmond Heights,241,16,290000,2,1 (1 0),2816,0.13,78,BHAL02,1,1,0,-,7544 -7546 ETHEL AVE,,RICHMND HGHTS,MO,,-,
16076138,S,3/10/2017 0:00,RESI,3447 EVERGREEN Lane,Unincorporated,Unincorporated,331,90,66000,3,2 (1 1),1134,0.62,68,RLXG01,2,1,1,-,3447 EVERGREEN LN,,UNINCORPORATD,MO,,-,
16073638,S,3/20/2017 0:00,RESI,13436 Featherstone Dr,Town And Country,Town and Country,168,150,458000,5,4 (3 1),2514,0.45,43,BHAL02,4,3,1,-,13436 FEATHERSTONE DR,,TWN AND CNTRY,MO,63131,-,1205
16051028,S,3/20/2017 0:00,RESI,Fordyce,Ladue,Ladue,151,210,1355000,6,8 (6 2),6973,1.8,79,MANN01,8,6,2,-,FORDYCE,,LADUE,MO,,-,
16054024,S,3/28/2017 0:00,RESI,6 Fordyce Manor Dr,Town And Country,Town and Country,168,186,830000,6,5 (4 1),4022,1,52,CBG 11,5,4,1,-,6 FORDYCE MANOR DR,,TWN AND CNTRY,MO,63131,-,3118
16082808,S,2/24/2017 0:00,RESI,820 Forman Rd,Unincorporated,Unincorporated,286,49,148000,3,2 (2 0),1270,0,58,SLAY01,2,2,0,-,820 FORMAN RD,,UNINCORPORATD,MO,63123,-,5737
16065311,S,1/17/2017 0:00,RESI,12718 Glenette Dr,Maryland Heights,St Louis,166,79,141000,3,2 (2 0),1108,0.17,47,WCLK01,2,2,0,-,12718 GLENETTE DR,,ST LOUIS,MO,,-,
16082531,S,2/2/2017 0:00,RESI,12908 Hasbrook Dr,Unincorporated,Unincorporated,166,8,245000,4,2 (2 0),1941,0.25,51,CBG 24,2,2,0,-,12908 HASBROOK DR,,UNINCORPORATD,MO,,-,
16077445,S,3/10/2017 0:00,RESI,13478 Ladue Farm Rd,Unincorporated,Chesterfield,167,82,645000,4,4 (3 1),3400,0.63,37,CLCO01,4,3,1,-,13478 LADUE FARM RD,,CHESTERFIELD,MO,,-,
16033424,S,3/2/2017 0:00,RESI,504 Lynn Haven Ln.,Hazelwood,Florissant,48,204,77000,3,1 (1 0),912,0.17,62,CBPR01,1,1,0,-,504 LYNN HAVEN LN,,FLORISSANT,MO,,-,
16077098,S,3/17/2017 0:00,RESI,1571 Mason Knoll Rd,Town And Country,Town and Country,168,37,529000,4,4 (3 1),2951,0.58,40,BHAL05,4,3,1,-,1571 MASON KNOLL RD,,TWN AND CNTRY,MO,63131,-,1218
17012249,S,3/27/2017 0:00,RESI,247 MIDLOTHIAN Rd,Unincorporated,Unincorporated,31,4,19300,3,2 (1 1),816,0.15,65,RMST02,2,1,1,-,247 MIDLOTHIAN RD,,UNINCORPORATD,MO,,-,
16077582,S,1/26/2017 0:00,RESI,533 Palisades Rd,Ballwin,Unincorporated,346,8,150000,1,1 (1 0),922,3.22,93,KWRC01,1,1,0,-,533 PALISADES RD,,UNINCORPORATD,MO,63021,-,8621
17001332,S,3/6/2017 0:00,RESI,939 Prigge Rd,Unincorporated,Unincorporated,46,25,42000,3,1 (1 0),1000,0.7,65,WCLK01,1,1,0,-,939 PRIGGE RD,,UNINCORPORATD,MO,,-,
16079630,S,3/15/2017 0:00,RESI,716 Rain Ridge Dr,Unincorporated,Unincorporated,286,68,100000,2,1 (1 0),952,0,56,SLAY01,1,1,0,-,716 RAIN RIDGE DR,,UNINCORPORATD,MO,,-,
16078787,S,1/27/2017 0:00,RESI,13223 Romany Way Ct,Town And Country,Town and Country,168,6,456500,4,3 (2 1),2833,0.52,34,KWRC01,3,2,1,-,13223 ROMANY WAY CT,,TWN AND CNTRY,MO,63131,-,1610
16077767,S,1/6/2017 0:00,RESI,1778 San Luis Rey Pkwy,Fenton,Unincorporated,349,15,162500,3,2 (2 0),839,0.27,46,UPPR01,2,2,0,-,1778 SAN LUIS REY PKWY,,UNINCORPORATD,MO,63026,-,3234
17000749,S,2/21/2017 0:00,RESI,983 Sandstone Dr,Unincorporated,Unincorporated,166,5,220000,3,3 (3 0),1528,0.21,54,BHSP04,3,3,0,-,983 SANDSTONE DR,,UNINCORPORATD,MO,,-,
16063298,S,1/11/2017 0:00,RESI,1646 Somerset Shire Dr,Unincorporated,Unincorporated,47,134,59000,4,3 (3 0),1591,0.24,51,RERR01,3,3,0,-,1646 SOMERSET SHIRE DR,,UNINCORPORATD,MO,63031,-,1563
17001274,S,3/14/2017 0:00,RESI,621 Utz Lane,Hazelwood,St Louis,48,17,219000,3,3 (2 1),2264,0.23,30,KWSW01,3,2,1,-,621 UTZ LN,,ST LOUIS,MO,63042,-,2721
16055275,S,2/13/2017 0:00,RESI,4200 Vaile Ave,Florissant,Unincorporated,47,149,146000,2,1 (1 0),816,1.4,55,PMIR01,1,1,0,-,4200 VAILE AVE,,UNINCORPORATD,MO,63034,-,1620
16080574,S,3/28/2017 0:00,RESI,9849 Vasel Dr,Unincorporated,Unincorporated,271,76,112500,2,1 (1 0),864,0.24,72,EXER01,1,1,0,-,9849 VASEL DR,,UNINCORPORATD,MO,63123,-,4319
16077605,S,3/10/2017 0:00,RESI,12205 wensley Rd,Black Jack,St Louis,47,117,145000,4,3 (2 1),2052,0.2,50,MADA01,3,2,1,-,12205 WENSLEY RD,,ST LOUIS,MO,63033,-,7325
16067915,S,1/12/2017 0:00,RESI,3037 Westham Dr,Town And Country,Town and Country,168,252,885000,4,3 (3 0),4234,1.35,52,BHAL02,3,3,0,-,3037 WESTHAM DR,,TWN AND CNTRY,MO,63131,-,2537
